"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img_url","Answer.answer0","Answer.answer1","Answer.answer2","Answer.question0","Answer.question1","Answer.question2","Approve","Reject"
"3WRKFXQBOA6JBBGJHQBPFEB0ZMRYIJ","3S5CBU44O3SC1622T8GVG5I6XAJOA2","Ask questions about comic pages.","Ask questions about a comic page.","question, answer, text, comic","$0.06","Fri Oct 02 02:12:39 PDT 2020","1","BatchId:4205276;OriginalHitTemplateId:928390828;","10800","604800","Fri Oct 09 02:12:39 PDT 2020","","","37Q970SNZE7E23660G3WTD21GL51SA","A38SGQM3E6AK4E","Submitted","Fri Oct 02 06:19:39 PDT 2020","Fri Oct 02 06:42:34 PDT 2020","Fri Oct 09 06:42:34 PDT 2020","","","","1375","0% (0/0)","0% (0/0)","0% (0/0)","100_Comic/2271_25.jpg","He can't figure this girl out.","","","What the greatest criminologist of all time can't figure?","",""
"3J9UN9O9J2RI9R44R0LGZNWG0O20JX","3S5CBU44O3SC1622T8GVG5I6XAJOA2","Ask questions about comic pages.","Ask questions about a comic page.","question, answer, text, comic","$0.06","Fri Oct 02 02:12:39 PDT 2020","1","BatchId:4205276;OriginalHitTemplateId:928390828;","10800","604800","Fri Oct 09 02:12:39 PDT 2020","","","3HWRJOOET51DM40IC4YB0XLV5VISEV","AQRON2YAS5A26","Submitted","Fri Oct 02 06:03:31 PDT 2020","Fri Oct 02 06:17:34 PDT 2020","Fri Oct 09 06:17:34 PDT 2020","","","","843","0% (0/0)","0% (0/0)","0% (0/0)","100_Comic/3800_10.jpg","tree branch","he is promising to provide them with water","in the character's hat with orange suit","where are they getting the swarm of bees from?","what is the character in the orange suit promising to the others?","where are they placing the swarm of bees?"
"3MJ28H2Y1D7V59H24JJXOE9TGQN5O6","3S5CBU44O3SC1622T8GVG5I6XAJOA2","Ask questions about comic pages.","Ask questions about a comic page.","question, answer, text, comic","$0.06","Fri Oct 02 02:12:39 PDT 2020","1","BatchId:4205276;OriginalHitTemplateId:928390828;","10800","604800","Fri Oct 09 02:12:39 PDT 2020","","","3IXQG4FA2TXXAMSZT7WUIUAKAAF9B0","ANRT2WTJUJQQ8","Submitted","Fri Oct 02 05:58:19 PDT 2020","Fri Oct 02 06:03:13 PDT 2020","Fri Oct 09 06:03:13 PDT 2020","","","","294","0% (0/0)","0% (0/0)","0% (0/0)","100_Comic/857_13.jpg","Topaz Mine Co.","Dawson","They drowned","What mine company is at risk of flooding?","Who is buying up mines?","What happened to the men at Midas?"
"37S0QRNUFAFB7ZDOV0143CTK3BK888","3S5CBU44O3SC1622T8GVG5I6XAJOA2","Ask questions about comic pages.","Ask questions about a comic page.","question, answer, text, comic","$0.06","Fri Oct 02 02:12:39 PDT 2020","1","BatchId:4205276;OriginalHitTemplateId:928390828;","10800","604800","Fri Oct 09 02:12:39 PDT 2020","","","3Z3ZLGNNSITYZQ58VGSAM62XWI93QS","A1ALNV9FU7M77Y","Submitted","Fri Oct 02 06:08:56 PDT 2020","Fri Oct 02 06:11:20 PDT 2020","Fri Oct 09 06:11:20 PDT 2020","","","","144","0% (0/0)","0% (0/0)","0% (0/0)","100_Comic/2007_21.jpg","Red","Spar","Get Away! There's only room for one!","What color are the words 'FATAL NOTE!'?","What did the lady ask to hold onto?","What did the man say to the lady?"
"3L4YG5VW9MRZ5P56TGN0BWLMPTEDDP","3S5CBU44O3SC1622T8GVG5I6XAJOA2","Ask questions about comic pages.","Ask questions about a comic page.","question, answer, text, comic","$0.06","Fri Oct 02 02:12:39 PDT 2020","1","BatchId:4205276;OriginalHitTemplateId:928390828;","10800","604800","Fri Oct 09 02:12:39 PDT 2020","","","38YMOXR4MUY2G6OCQRPELYW3U9AW6B","A2COCSUGZV28X","Submitted","Fri Oct 02 02:55:21 PDT 2020","Fri Oct 02 03:28:20 PDT 2020","Fri Oct 09 03:28:20 PDT 2020","","","","1979","0% (0/0)","0% (0/0)","0% (0/0)","100_Comic/995_42.jpg","The explosion","Miss Gavin","Hawkins","What killed the two people?","Who's observation regarding the explosion was interesting","Who is standing next to Mr. Mantis?"
"3PGQRAZX01J85PJFM253JGHN8KTSY5","3S5CBU44O3SC1622T8GVG5I6XAJOA2","Ask questions about comic pages.","Ask questions about a comic page.","question, answer, text, comic","$0.06","Fri Oct 02 02:12:39 PDT 2020","1","BatchId:4205276;OriginalHitTemplateId:928390828;","10800","604800","Fri Oct 09 02:12:39 PDT 2020","","","3WMINLGALB2UPAUAZD6PP9RMYD1ACR","A38SGQM3E6AK4E","Submitted","Fri Oct 02 06:14:22 PDT 2020","Fri Oct 02 06:36:18 PDT 2020","Fri Oct 09 06:36:18 PDT 2020","","","","1316","0% (0/0)","0% (0/0)","0% (0/0)","100_Comic/1693_10.jpg","A pair of strong hands grabbed ZR by the throat.","","","What happened while ZR was alone on the beach?","",""
"371Q3BEXDG88AFTKIO7MXNQPEEXSZW","3S5CBU44O3SC1622T8GVG5I6XAJOA2","Ask questions about comic pages.","Ask questions about a comic page.","question, answer, text, comic","$0.06","Fri Oct 02 02:12:39 PDT 2020","1","BatchId:4205276;OriginalHitTemplateId:928390828;","10800","604800","Fri Oct 09 02:12:39 PDT 2020","","","34QN5IT0TZQWCU6FQZTRYHJQZ0280Q","ABAIWEX5P5H2F","Submitted","Fri Oct 02 06:05:55 PDT 2020","Fri Oct 02 06:12:31 PDT 2020","Fri Oct 09 06:12:31 PDT 2020","","","","396","0% (0/0)","0% (0/0)","0% (0/0)","100_Comic/3634_5.jpg","Swamps where we find food are dried up","Mumbo","Bob","Why are swamp tribe people dying?","Whoms village are they going to?","Who saved Sheena from the crocodile?"
"3XEDXEGFX2NDKBAM9LLS02WTFD20KW","3S5CBU44O3SC1622T8GVG5I6XAJOA2","Ask questions about comic pages.","Ask questions about a comic page.","question, answer, text, comic","$0.06","Fri Oct 02 02:12:39 PDT 2020","1","BatchId:4205276;OriginalHitTemplateId:928390828;","10800","604800","Fri Oct 09 02:12:39 PDT 2020","","","3OJSZ2ATDSVR7NNXD07X1CJM5NP753","A261EKFB0XIK7M","Submitted","Fri Oct 02 02:49:01 PDT 2020","Fri Oct 02 02:49:41 PDT 2020","Fri Oct 09 02:49:41 PDT 2020","","","","40","0% (0/0)","0% (0/0)","0% (0/0)","100_Comic/3641_41.jpg","A thermite bomed blinded him","","","What exploded and blinded the main character in the comic?","",""
"30UZJB2POGB6JKOGLLZ50BBILZR359","3S5CBU44O3SC1622T8GVG5I6XAJOA2","Ask questions about comic pages.","Ask questions about a comic page.","question, answer, text, comic","$0.06","Fri Oct 02 02:12:39 PDT 2020","1","BatchId:4205276;OriginalHitTemplateId:928390828;","10800","604800","Fri Oct 09 02:12:39 PDT 2020","","","35USIKEBNRFCTCFYYQYRPFJC1YM6NC","AOA5XQ5TOFQLV","Submitted","Fri Oct 02 08:36:16 PDT 2020","Fri Oct 02 08:49:03 PDT 2020","Fri Oct 09 08:49:03 PDT 2020","","","","767","0% (0/0)","0% (0/0)","0% (0/0)","100_Comic/297_24.jpg","Hide him from the police.","","","What is the boy request?","",""
"32XN26MTXYIO4HS4ULXTF2984D70LZ","3S5CBU44O3SC1622T8GVG5I6XAJOA2","Ask questions about comic pages.","Ask questions about a comic page.","question, answer, text, comic","$0.06","Fri Oct 02 02:12:39 PDT 2020","1","BatchId:4205276;OriginalHitTemplateId:928390828;","10800","604800","Fri Oct 09 02:12:39 PDT 2020","","","36H9ULYP62TCTFHOKL93QEF8LC2JF4","A2TEWO3WJ5YKGG","Submitted","Fri Oct 02 02:44:20 PDT 2020","Fri Oct 02 02:46:57 PDT 2020","Fri Oct 09 02:46:57 PDT 2020","","","","157","0% (0/0)","0% (0/0)","0% (0/0)","100_Comic/719_7.jpg","Behind a bush.","Leg","","Where is the superman hiding?","Where does Dr.Macabre ask to shoot him?",""
