"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img_url","Answer.answer0","Answer.answer1","Answer.answer2","Answer.question0","Answer.question1","Answer.question2","Approve","Reject"
"3D4BBDG7ZGVRI5XV0VMDEHHSD8Y3CM","3DY668G4EOU2LSX6A45DV1ZQUTLXEA","Ask questions about Coronavirus infographics","Ask questions about a COVID infographic image.","question, answer, text, infographics, COVID, SARS-CoV-2","$0.01","Sun Sep 27 04:53:08 PDT 2020","1","BatchId:4199516;OriginalHitTemplateId:928390828;","10800","604800","Sun Oct 04 04:53:08 PDT 2020","","","3ATTHHXXWANXYQO32XUPKK0FALXXIL","A2PI9RD9ZSMU5O","Submitted","Sun Sep 27 07:16:40 PDT 2020","Sun Sep 27 07:17:34 PDT 2020","Sun Oct 04 07:17:34 PDT 2020","","","","54","0% (0/0)","0% (0/0)","0% (0/0)","119_Covid/43.100_day_20fight_20against_20covid_19.jpg","219","52","131","How many recovered cases are there?","How many active cases are there?","How many imported cases are there?"
"3JMQI2OLFY48R1WJIA1371XG3P1DNC","3DY668G4EOU2LSX6A45DV1ZQUTLXEA","Ask questions about Coronavirus infographics","Ask questions about a COVID infographic image.","question, answer, text, infographics, COVID, SARS-CoV-2","$0.01","Sun Sep 27 04:53:08 PDT 2020","1","BatchId:4199516;OriginalHitTemplateId:928390828;","10800","604800","Sun Oct 04 04:53:08 PDT 2020","","","3BDCF01OGXTOOWMJSWD4VEZGTWRYLE","A1J9A28GJZTZFF","Submitted","Sun Sep 27 11:21:23 PDT 2020","Sun Sep 27 11:34:46 PDT 2020","Sun Oct 04 11:34:46 PDT 2020","","","","803","0% (0/0)","0% (0/0)","0% (0/0)","119_Covid/54.mining_infographic_enhanced_measures_covid_19_workplace_safety_north_0.png","only when its necessary","immediately get doctor assistance","do it in a daily basis","when should we go outside the house?","what should you when you have one of the symptoms of covid-19","when to check your body temperature?"
"3NZ1E5QA6Y0BMFST0EEBIU9U9JPB5D","3DY668G4EOU2LSX6A45DV1ZQUTLXEA","Ask questions about Coronavirus infographics","Ask questions about a COVID infographic image.","question, answer, text, infographics, COVID, SARS-CoV-2","$0.01","Sun Sep 27 04:53:08 PDT 2020","1","BatchId:4199516;OriginalHitTemplateId:928390828;","10800","604800","Sun Oct 04 04:53:08 PDT 2020","","","374TNBHA8BUZFT2WK1L0C0YA313QYI","A1EEWIX2JR3FVC","Submitted","Sun Sep 27 06:43:42 PDT 2020","Sun Sep 27 06:45:47 PDT 2020","Sun Oct 04 06:45:47 PDT 2020","","","","125","0% (0/0)","0% (0/0)","0% (0/0)","119_Covid/4.covid_19_20response_20_20ahan_20report.jpg","$38,000","Protective masks","To support 79 health facilities","How much worth of materials was provided?","What product had the highest quantity provided?","Why were materials provided?"
"32PT7WK7DLE1NX390RHOYNZAY8A3DM","3DY668G4EOU2LSX6A45DV1ZQUTLXEA","Ask questions about Coronavirus infographics","Ask questions about a COVID infographic image.","question, answer, text, infographics, COVID, SARS-CoV-2","$0.01","Sun Sep 27 04:53:09 PDT 2020","1","BatchId:4199516;OriginalHitTemplateId:928390828;","10800","604800","Sun Oct 04 04:53:09 PDT 2020","","","3L2IS5HSFAHXVN5ZU8WU5LXS35BNU7","ACK1I2DJYEMY0","Submitted","Mon Sep 28 00:15:51 PDT 2020","Mon Sep 28 00:21:15 PDT 2020","Mon Oct 05 00:21:15 PDT 2020","","","","324","0% (0/0)","0% (0/0)","0% (0/0)","119_Covid/108.infographic_on_how_to_avoid_bringing_the_coronavirus_at_home.jpg","In a ziploc bag","In a disposable bag","Use your upper arm","While outside, where should your phone go?","When going to work, how should you take your own food?","When you have an itchy face, what is a safer way to rub it?"
"3OEWW2KGQIAQ9MWVJP1GMQXLTZ6DOR","3DY668G4EOU2LSX6A45DV1ZQUTLXEA","Ask questions about Coronavirus infographics","Ask questions about a COVID infographic image.","question, answer, text, infographics, COVID, SARS-CoV-2","$0.01","Sun Sep 27 04:53:09 PDT 2020","1","BatchId:4199516;OriginalHitTemplateId:928390828;","10800","604800","Sun Oct 04 04:53:09 PDT 2020","","","3R2UR8A0IAF7UCZ60S7U4HW1MTMXO4","A217K856DKECSC","Submitted","Sun Sep 27 05:33:14 PDT 2020","Sun Sep 27 05:38:37 PDT 2020","Sun Oct 04 05:38:37 PDT 2020","","","","323","0% (0/0)","0% (0/0)","0% (0/0)","119_Covid/1.clothing_masks_infographic__web__part_2.png","Masks that is difficult to breathe through, dirty or wet mask, damaged masks.","I shouldn't remove your mask when there are people within 1 metre.","Keep at least 1 metre distance from others, clean your hands, avoid touching your face and mask.","What kind of fabric mask should you avoid?","In what situation shouldn't I remove my mask?","What other measures should I take to protect myself?"
"3GKAWYFRAOS8UM8WYPEVBQ2B342DP8","3DY668G4EOU2LSX6A45DV1ZQUTLXEA","Ask questions about Coronavirus infographics","Ask questions about a COVID infographic image.","question, answer, text, infographics, COVID, SARS-CoV-2","$0.01","Sun Sep 27 04:53:09 PDT 2020","1","BatchId:4199516;OriginalHitTemplateId:928390828;","10800","604800","Sun Oct 04 04:53:09 PDT 2020","","","3J88R45B2GXPFCB7FSK9TH1RWZPPXM","A1EEWIX2JR3FVC","Submitted","Sun Sep 27 06:56:11 PDT 2020","Sun Sep 27 06:57:40 PDT 2020","Sun Oct 04 06:57:40 PDT 2020","","","","89","0% (0/0)","0% (0/0)","0% (0/0)","119_Covid/45.impact_20may.png","64","30","","How many countries have postponed elections?","How many have not postponed elections?",""
"3MYASTQBG6ATUY9BY2TKBVSL80ODQZ","3DY668G4EOU2LSX6A45DV1ZQUTLXEA","Ask questions about Coronavirus infographics","Ask questions about a COVID infographic image.","question, answer, text, infographics, COVID, SARS-CoV-2","$0.01","Sun Sep 27 04:53:09 PDT 2020","1","BatchId:4199516;OriginalHitTemplateId:928390828;","10800","604800","Sun Oct 04 04:53:09 PDT 2020","","","3PZDLQMM0TK5K7Z6MYDAJR8OK7CC2N","A2PI9RD9ZSMU5O","Submitted","Sun Sep 27 07:09:37 PDT 2020","Sun Sep 27 07:14:05 PDT 2020","Sun Oct 04 07:14:05 PDT 2020","","","","268","0% (0/0)","0% (0/0)","0% (0/0)","119_Covid/94.infographic_cdc_protects_508.jpg","By encouraging social distancing.","","","How can the community members protect against the COVID-19 spread?","",""
"3EPG8DX9LJPDQ9T3JJWCDEEJQN45PS","3DY668G4EOU2LSX6A45DV1ZQUTLXEA","Ask questions about Coronavirus infographics","Ask questions about a COVID infographic image.","question, answer, text, infographics, COVID, SARS-CoV-2","$0.01","Sun Sep 27 04:53:09 PDT 2020","1","BatchId:4199516;OriginalHitTemplateId:928390828;","10800","604800","Sun Oct 04 04:53:09 PDT 2020","","","3OE22WJIGINIYKIRA0OB9FSX7CWUQQ","A2H988AYBIBZ3X","Submitted","Sun Sep 27 05:47:30 PDT 2020","Sun Sep 27 05:47:54 PDT 2020","Sun Oct 04 05:47:54 PDT 2020","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","119_Covid/83.21855.jpeg","52%","","","What percent of people in Germany wore a mask in the week ending May 31?","",""
"31JUPBOORM36M6X7PPA88HFQN34L8C","3DY668G4EOU2LSX6A45DV1ZQUTLXEA","Ask questions about Coronavirus infographics","Ask questions about a COVID infographic image.","question, answer, text, infographics, COVID, SARS-CoV-2","$0.01","Sun Sep 27 04:53:09 PDT 2020","1","BatchId:4199516;OriginalHitTemplateId:928390828;","10800","604800","Sun Oct 04 04:53:09 PDT 2020","","","3KJYX6QCM9A1PC3EK0E780IU7P9VJN","A37WAAPRXKE779","Submitted","Sun Sep 27 06:42:47 PDT 2020","Sun Sep 27 06:53:59 PDT 2020","Sun Oct 04 06:53:59 PDT 2020","","","","672","0% (0/0)","0% (0/0)","0% (0/0)","119_Covid/67.21855.jpeg","CHINA IS THE COUNTRY THAT EXHIBITED THIS TREND","BY 36% THE CORONA INCREASED","CHINA HAS HIGHEST WITH 78% AT END OF APRIL","WHICH IS THE COUNTRY THAT EXHIBITED DECLINE IN NUMBER OF COVID CASES?","AT WHAT PERCENTAGE THE CORONA CASE IN GERMANY RISED?","WHICH COUNTRY HAS HIGHEST IN NUMBER AT END OF APRIL12?"
"341H3G5YFZD896989MO2NHK6JE00ZN","3DY668G4EOU2LSX6A45DV1ZQUTLXEA","Ask questions about Coronavirus infographics","Ask questions about a COVID infographic image.","question, answer, text, infographics, COVID, SARS-CoV-2","$0.01","Sun Sep 27 04:53:09 PDT 2020","1","BatchId:4199516;OriginalHitTemplateId:928390828;","10800","604800","Sun Oct 04 04:53:09 PDT 2020","","","3H7Z272LX76UFIUI19HLIN64QSTPLJ","A38B4XSBYF52MU","Submitted","Sun Sep 27 11:55:50 PDT 2020","Sun Sep 27 12:01:23 PDT 2020","Sun Oct 04 12:01:23 PDT 2020","","","","333","0% (0/0)","0% (0/0)","0% (0/0)","119_Covid/55.who_workplace_health_l10_slide_2_1200px.png","Hepatitis B","Decriminalization of sex work","","What vaccination can be provided?","What policy does the WHO promote?",""
